,app_name,releaseDate,mt,developer,tabName,读取联系人,读取短信/彩信,显示在其他应用上面,修改或删除存储卡中的内容,访问确切位置信息（使用GPS和网络进行定位）,访问大致位置信息（使用网络进行定位）,接收短信,发送短信,录制音频,相机,读取存储卡中的内容,读取通话状态和移动网络信息,接收WAP信息,读取小区广播消息,查找设备上的帐号,新建/修改/删除联系人,修改系统设置,新建/修改/删除通话记录,拨打电话
180,星视界,2020/4/23,43922,长沙县广播电视台,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
181,乐事TV,2020/9/19,44075,成都东方盛行电子有限责任公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
182,苏州云媒体,2020/7/1,44013,江苏省广电有线信息网络股份有限公司苏州分公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
183,看永州,2020/10/16,44105,永州市广播电视台,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
184,广元手机台,2020/8/13,44044,广元市广播电视台,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
185,三峡手机台,2019/12/4,43800,宜昌三峡广电传媒有限责任公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
186,乐播播,2020/12/11,44166,贵州省广播电视信息网络股份有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
187,直播泸州,2020/4/5,43922,泸州市电视台,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
188,球球抓娃娃机,2018/11/2,43405,上海起昱网络科技有限公司,影音娱乐,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
189,甘肃有线,2020/8/4,44044,兰州聚合视讯科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
190,智慧岳阳,2020/11/27,44136,岳阳市广播电视台,影音娱乐,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
191,橙果娱乐,2019/8/1,43678,FALSE,影音娱乐,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
192,知东营,2020/10/13,44105,东营市东营区广播电视台,影音娱乐,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1
193,二哈弹幕,2019/6/4,43617,FALSE,影音娱乐,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
194,悦TV,2018/7/23,43282,广州南广文化传播有限公司,影音娱乐,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
195,神州瑶都手机台,2019/11/26,43770,江华瑶族自治县广播电视台,影音娱乐,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1
196,萌宠TV,2020/10/16,44105,北京爱萌宠文化传媒有限公司,影音娱乐,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
197,晓娱,2020/9/15,44075,北京火星拍档文化发展有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
198,禺乐+,2019/7/2,43647,广州市番禺有线数字电视网络有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
199,优酷视频,2020/12/9,44166,优酷信息技术（北京）有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
200,搜狐视频,2020/11/13,44136,北京搜狐新媒体信息技术有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
201,皮皮虾,2020/12/3,44166,福建皮皮跳动科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
202,好看视频,2020/12/11,44166,百度在线网络技术（北京）有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
203,爱奇艺随刻,2020/12/10,44166,上海众源网络有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
204,抖音极速版,2020/12/3,44166,北京微播视界科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
205,腾讯视频,2020/12/4,44166,腾讯科技（北京）有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
206,西瓜视频,2020/12/10,44166,北京字节跳动科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
207,爱奇艺,2020/11/26,44136,北京爱奇艺科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
208,快手极速版,2020/12/8,44166,北京快手科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
209,哔哩哔哩,2020/11/26,44136,上海宽娱数码科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
210,韩剧TV,2020/12/2,44166,上海宝云网络科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
211,影视大全,2020/11/27,44136,金华锦尚科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
212,央视频,2020/11/27,44136,中央广播电视总台,影音娱乐,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
213,人人视频,2020/12/1,44166,重庆剧迷网络科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
214,影视大全纯净版,2020/11/18,44136,沁阳聚视网络科技有限公司,影音娱乐,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0
215,咪咕视频,2020/12/3,44166,咪咕视讯科技有限公司,影音娱乐,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0
216,火山极速版,2020/10/12,44105,北京微播视界科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
217,央视影音,2020/12/1,44166,央视国际网络有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
218,热火视频,2020/11/13,44136,南京超创信息科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
219,糖豆,2020/12/8,44166,北京梦之窗数码科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
220,快看点,2020/12/9,44166,北京云掣科技有限公司,影音娱乐,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
221,乐视视频,2020/12/8,44166,乐视网信息技术（北京）股份有限公司,影音娱乐,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
222,腾讯视频极速版,2020/12/3,44166,腾讯科技（北京）有限公司,影音娱乐,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
223,百搜视频,2020/12/11,44166,北京小度互娱科技有限公司,影音娱乐,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
224,豆趣视频,2020/12/10,44166,河南凝紫电子科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1
225,南瓜电影,2020/12/11,44166,北京晓明筑梦数据服务有限公司,影音娱乐,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1
226,爱奇艺HD,2020/12/4,44166,北京爱奇艺科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0
227,AcFun,2020/12/8,44166,北京弹幕网络科技有限公司,影音娱乐,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
228,快手直播伴侣,2020/12/9,44166,北京快手科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
229,腾讯视频 HD,2019/10/19,43739,腾讯科技（北京）有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
230,配音秀,2020/11/20,44136,杭州秀秀科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0
231,妙看赚钱,2020/12/8,44166,上海呔咯网络科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
232,刷宝短视频,2020/11/23,44136,海南头角信息科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
233,360影视大全,2020/11/25,44136,温州市迅驰数码科技有限公司,影音娱乐,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
234,PP视频,2020/12/11,44166,上海聚力传媒技术有限公司,影音娱乐,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
235,七七影视大全,2020/12/11,44166,安徽省鲲娱互联网有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
236,戏曲多多,2020/12/11,44166,北京电音多多科技有限公司,影音娱乐,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
237,猜猜这是谁,2020/12/2,44166,北京百视播视频文化传媒有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
238,人人美剧TV,2020/9/4,44075,河南缘申网络科技有限公司,影音娱乐,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
239,有看头,2020/11/20,44136,深圳技威时代科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
240,全民小视频,2020/12/10,44166,北京百度网讯科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
241,暴风影音,2020/11/28,44136,暴风集团股份有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
242,波波视频,2020/12/9,44166,炫一下（北京）科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
243,土豆视频,2020/6/16,43983,优酷信息技术（北京）有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1
244,埋堆堆,2020/12/4,44166,上海翡翠东方网络信息技术有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
245,追看视频,2020/12/3,44166,广州津虹网络传媒有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
246,好看影视大全,2020/12/2,44166,北京萌小猪网络科技有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
247,华为视频,2020/11/20,44136,华为软件技术有限公司,影音娱乐,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
248,咪咕爱看,2020/12/11,44166,咪咕视讯科技有限公司,影音娱乐,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1
249,月亮播放器,2020/10/28,44105,广州扣扣网络科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
250,影视大全,2019/12/19,43800,上海趣小猫文化传媒有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
251,海信聚好看,2020/9/5,44075,聚好看科技股份有限公司,影音娱乐,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
252,天天韩剧TV,2020/12/12,44166,广州调丁电子科技有限公司,影音娱乐,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
253,优酷经典版,2020/12/1,44166,优酷信息技术（北京）有限公司,影音娱乐,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
254,MX 播放器,2020/11/28,44136,MX Media & Entertainment Pte. Ltd.,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
255,爱美剧,2020/12/11,44166,成都九纪言科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
256,月亮影视大全,2020/11/9,44136,衡水市科智飞扬网络有限公司,影音娱乐,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
257,万能播放器,2020/12/11,44166,武汉网幂科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
258,橙子VR,2019/12/17,43800,北京橙子维阿科技有限公司,影音娱乐,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
260,小红书,2020/12/9,44166,行吟信息科技（上海）有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
261,最右,2020/12/11,44166,北京小川在线网络技术有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
262,皮皮搞笑,2020/12/11,44166,深圳市昌盛昌科技有限公司,社交通讯,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
263,知乎,2020/12/9,44166,智者四海（北京）技术有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
264,百变大侦探-剧本杀,2020/11/16,44136,北京久幺幺科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
265,约单,2020/7/24,44013,嘉泽无限（北京）网络科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
266,测测星座,2020/10/19,44105,北京力拓飞远科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
267,皮皮陪玩,2020/11/27,44136,武汉岚晨网络科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
268,克拉克拉,2020/12/1,44166,深圳市有信网络技术有限公司,社交通讯,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
269,球会体育,2020/11/13,44136,深圳市星硕互娱科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
270,绿洲,2020/12/8,44166,新浪网技术（中国）有限公司,社交通讯,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
271,球球体育,2019/8/5,43678,深圳市彩娱互动科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
272,玩伴,2020/12/10,44166,北京任之信息技术有限公司,社交通讯,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
273,2048球球,2020/12/8,44166,海南长留网络科技有限公司,社交通讯,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
274,小鹿陪玩,2020/12/1,44166,广州虎牙信息科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
275,皮玩,2020/10/30,44105,海南畅音网络技术有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
276,耳觅,2020/11/23,44136,北京星河时代信息技术有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
277,闲趣岛,2020/12/5,44166,北京博学明辨科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
278,LOFTER,2020/11/24,44136,网易（杭州）网络有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
279,西五街,2020/12/10,44166,北京天下秀广告有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
280,微博,2020/12/9,44166,新浪网技术（中国）有限公司,社交通讯,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0
281,Jumpin,2020/11/19,44136,郑州卯一科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
282,百度贴吧,2020/12/8,44166,百度在线网络技术（北京）有限公司,社交通讯,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
283,Blued,2020/12/3,44166,北京蓝城兄弟文化传媒有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
284,开心魔法消消乐,2020/12/4,44166,南京魔度互娱信息技术有限公司,社交通讯,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
285,豆瓣,2020/12/9,44166,北京豆网科技有限公司,社交通讯,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
286,掌上英雄联盟,2020/11/24,44136,深圳市腾讯计算机系统有限公司,社交通讯,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0
287,和平营地,2020/11/27,44136,深圳市腾讯计算机系统有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
288,易班,2020/11/19,44136,上海易班企业发展有限公司,社交通讯,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
289,美篇,2020/12/9,44166,南京蓝鲸人网络科技有限公司,社交通讯,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0
290,玩吧,2020/11/12,44136,北京默契破冰科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
291,QQ空间,2020/8/26,44044,腾讯科技（深圳）有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
292,狼人杀,2020/12/8,44166,上海娱公竞宇网络有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
293,太空杀,2020/12/10,44166,北京任之信息技术有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
294,极限跳跃,2020/12/5,44166,深圳市统掌科技有限公司,社交通讯,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
295,狼人杀,2020/10/13,44105,杭州网易雷火科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0
296,花粉俱乐部,2020/12/11,44166,华为终端有限公司,社交通讯,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
297,志愿汇,2020/11/23,44136,杭州益存科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
298,积目,2020/12/7,44166,湖南高佳网络信息有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
299,脉脉,2020/12/11,44166,北京淘友天下科技发展有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0
300,打爆怪兽,2020/11/21,44136,福州来玩互娱网络科技有限公司,社交通讯,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
301,成语摇钱树,2020/11/25,44136,北京亿玖光年科技有限公司,社交通讯,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
302,掌上WeGame,2020/12/2,44166,深圳市腾讯计算机系统有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
303,微博国际版,2020/12/4,44166,新浪网技术（中国）有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
304,云顶天天赚,2020/11/26,44136,北京数字一百信息技术有限公司,社交通讯,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
305,聊天语音包变声器,2020/11/30,44136,南京未来鸿网络科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
306,半次元,2020/11/24,44136,杭州王耀网络科技有限公司,社交通讯,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
307,恋爱脱单话术大师,2020/10/20,44105,南京未来鸿网络科技有限公司,社交通讯,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
308,小精灵美化,2020/12/3,44166,重庆市九吨科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
309,哈罗摩托,2020/12/9,44166,苏州摩多多信息科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
310,网易BUFF,2020/12/9,44166,杭州网易雷火科技有限公司,社交通讯,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
311,nice,2020/12/7,44166,北京极赞科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0
312,奇妙派对,2020/11/24,44136,深圳奇妙能力科技有限公司,社交通讯,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
313,爱发电,2020/11/17,44136,海南风泽科技有限公司,社交通讯,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
314,微密圈,2020/11/12,44136,成都空狐网络科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
315,2048球球碰碰乐,2020/12/11,44166,北京千极移动科技有限责任公司,社交通讯,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
316,CSDN,2020/12/7,44166,北京创新乐知信息技术有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
317,PU口袋校园,2020/12/3,44166,苏州天宫信息技术有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
318,菱菱邦,2020/12/4,44166,北京云漾信息科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
319,迷你盒子,2020/12/9,44166,深圳市迷你玩科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
320,微博超话,2020/12/9,44166,星潮信息技术（成都）有限公司,社交通讯,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
321,NGA玩家社区,2020/12/3,44166,北京月神之箭网络科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
322,名人朋友圈,2020/12/7,44166,武汉华中时讯科技有限责任公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
323,Owhat Family,2020/9/28,44075,北京全星时空科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
324,泰剧社,2020/11/26,44136,苏州小块头网络科技有限公司,社交通讯,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
325,简书,2020/11/10,44136,上海佰集信息科技有限公司,社交通讯,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0
326,大圣电竞,2020/12/2,44166,海南大圣娱乐有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
327,泰剧迷,2020/11/27,44136,苏州青雾网络科技有限公司,社交通讯,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
328,住这儿,2020/11/19,44136,深圳市第五空间网络科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
329,Summer,2020/11/12,44136,北京夏天爱恋科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
330,277乐园,2020/12/11,44166,大连嘉游网络科技有限公司,社交通讯,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
331,剧本杀,2020/12/11,44166,沈阳美嘉信息科技股份有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
332,Vyou微你,2020/11/20,44136,北京波粒子科技有限公司,社交通讯,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
333,米兔,2020/11/16,44136,上海小寻科技有限公司,社交通讯,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1
334,积木,2020/12/3,44166,盐城和派商务信息咨询有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
335,爱豆,2020/11/27,44136,深圳市爱豆网络技术有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
336,Crimaster犯罪大师,2020/12/8,44166,青岛车门网络科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1
337,消除星星乐,2020/12/3,44166,无锡冏窝科技有限公司,社交通讯,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
338,钓鱼人,2020/11/23,44136,济南渔乐在线信息技术有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
339,Share微博,2020/12/10,44166,深圳市龙岗区恒业网络科技工作室,社交通讯,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
340,YY手游语音,2020/12/5,44166,广州华多网络科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
341,贴吧极速版,2020/6/8,43983,北京百度网讯科技有限公司,社交通讯,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1
342,天涯社区,2020/11/18,44136,天涯社区网络科技股份有限公司,社交通讯,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
343,云岭先锋,2020/12/10,44166,云南红岭云科技股份有限公司,社交通讯,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
344,Tell,2020/11/10,44136,深圳谨启科技有限公司,社交通讯,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
345,Among Us,2020/12/10,44166,北京默契破冰科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
346,站酷,2020/9/2,44075,北京站酷网络科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1
347,纸书,2020/10/30,44105,深圳纸链科技有限公司,社交通讯,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
348,微博极速版,2020/12/4,44166,新浪网技术（中国）有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0
349,豪车毒,2019/10/24,43739,杭州航恩电子商务有限公司,社交通讯,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
350,逆战助手,2020/12/9,44166,深圳市腾讯计算机系统有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
351,脸疼,2020/12/12,44166,南京石匠网络科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0
352,去哪儿钓鱼,2020/12/9,44166,北京去哪钓网络科技有限公司,社交通讯,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
353,彩虹,2019/12/5,43800,秦皇岛市路人说网络技术服务有限公司,社交通讯,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0
354,网鱼,2020/12/3,44166,上海网鱼信息科技有限公司,社交通讯,0,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1
355,LESDO,2020/12/11,44166,广州影游天下网络科技有限公司,社交通讯,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
356,方块爱消除,2020/12/11,44166,海南长留网络科技有限公司,社交通讯,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
357,恋爱聊天话术库,2020/11/27,44136,深圳市掌捷科技有限公司,社交通讯,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
